model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 T-Roc,2018,118000.0,Manual,16453,Petrol,145,44.1,1.0
 T-Roc,2018,183000.0,Semi-Auto,5756,Petrol,150,41.5,2.0
 T-Roc,2019,128000.0,Manual,6067,Petrol,150,44.1,1.0
 T-Roc,2018,145666.66666666666,Semi-Auto,20500,Petrol,145,53.3,1.5
 T-Roc,2020,227666.66666666666,Semi-Auto,2000,Diesel,150,49.6,2.0
 T-Roc,2018,117000.0,Manual,7942,Petrol,150,55.4,1.0
 T-Roc,2019,135333.33333333334,Manual,9739,Petrol,150,42.2,1.5
 T-Roc,2019,132333.33333333334,Manual,5309,Petrol,150,44.1,1.0
 T-Roc,2019,135333.33333333334,Manual,12828,Petrol,150,42.2,1.5
 T-Roc,2019,133000.0,Manual,13557,Diesel,145,50.4,1.6
 T-Roc,2019,159666.66666666666,Manual,4852,Diesel,150,50.4,1.6
 T-Roc,2018,137333.33333333334,Manual,10467,Petrol,145,53.3,1.5
 T-Roc,2019,175666.66666666666,Semi-Auto,6588,Diesel,145,49.6,2.0
 T-Roc,2018,145666.66666666666,Manual,9287,Petrol,145,53.3,1.5
 T-Roc,2018,124000.0,Manual,34414,Petrol,150,53.3,1.5
 T-Roc,2019,142333.33333333334,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2018,135333.33333333334,Manual,26736,Petrol,145,53.3,1.5
 T-Roc,2018,123000.0,Manual,17693,Petrol,145,55.4,1.0
 T-Roc,2019,208666.66666666666,Automatic,7988,Petrol,145,32.5,2.0
 T-Roc,2020,180333.33333333334,Manual,2243,Petrol,145,44.1,1.5
 T-Roc,2020,186333.33333333334,Manual,2000,Diesel,145,50.4,1.6
 T-Roc,2020,194666.66666666666,Semi-Auto,2000,Petrol,145,39.8,1.5
 T-Roc,2019,162000.0,Manual,4116,Petrol,145,42.2,1.5
 T-Roc,2018,120000.0,Manual,3579,Petrol,145,55.4,1.0
 T-Roc,2019,130000.0,Manual,7102,Diesel,145,50.4,1.6
 T-Roc,2020,191666.66666666666,Manual,2000,Petrol,145,42.2,1.5
 T-Roc,2018,162000.0,Semi-Auto,11273,Petrol,145,51.4,1.5
 T-Roc,2020,172333.33333333334,Manual,3555,Diesel,145,50.4,2.0
 T-Roc,2019,176666.66666666666,Semi-Auto,5221,Diesel,145,49.6,2.0
 T-Roc,2020,207000.0,Semi-Auto,375,Petrol,145,39.8,1.5
 T-Roc,2019,147000.0,Manual,4489,Diesel,145,50.4,1.6
 T-Roc,2019,148000.0,Manual,21599,Diesel,145,50.4,1.6
 T-Roc,2018,120000.0,Manual,25311,Petrol,145,53.3,1.5
 T-Roc,2018,138333.33333333334,Manual,19235,Petrol,145,53.3,1.5
 T-Roc,2019,159666.66666666666,Automatic,4296,Diesel,145,50.4,2.0
 T-Roc,2019,227666.66666666666,Automatic,9475,Petrol,145,32.5,2.0
 T-Roc,2019,157666.66666666666,Manual,9868,Diesel,145,50.4,1.6
 T-Roc,2018,121000.0,Manual,17521,Petrol,150,55.4,1.0
 T-Roc,2020,157000.0,Manual,1897,Petrol,145,44.1,1.0
 T-Roc,2019,138333.33333333334,Manual,8350,Diesel,145,50.4,1.6
 T-Roc,2019,227666.66666666666,Automatic,100,Petrol,145,32.5,2.0
 T-Roc,2019,143666.66666666666,Manual,100,Diesel,145,50.4,2.0
 T-Roc,2020,268333.3333333333,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2019,138333.33333333334,Manual,5829,Petrol,145,42.2,1.5
 T-Roc,2018,114666.66666666667,Manual,12894,Petrol,150,44.1,1.0
 T-Roc,2018,121000.0,Manual,18200,Petrol,150,53.3,1.5
 T-Roc,2020,189666.66666666666,Manual,295,Petrol,145,42.2,1.5
 T-Roc,2020,188666.66666666666,Manual,3000,Petrol,145,44.1,1.5
 T-Roc,2018,129000.0,Manual,11713,Petrol,145,53.3,1.5
 T-Roc,2019,167000.0,Automatic,5157,Diesel,145,50.4,2.0
 T-Roc,2019,226666.66666666666,Automatic,3146,Petrol,145,32.5,2.0
 T-Roc,2019,148000.0,Manual,2520,Diesel,145,50.4,1.6
 T-Roc,2019,160666.66666666666,Manual,5224,Diesel,145,50.4,1.6
 T-Roc,2019,162000.0,Manual,2819,Petrol,145,42.2,1.5
 T-Roc,2020,188666.66666666666,Manual,1713,Petrol,145,44.1,1.5
 T-Roc,2019,205333.33333333334,Semi-Auto,2339,Petrol,145,34.5,2.0
 T-Roc,2019,134333.33333333334,Manual,9500,Petrol,150,42.2,1.5
 T-Roc,2018,128000.0,Manual,10977,Petrol,145,44.1,1.0
 T-Roc,2018,144666.66666666666,Manual,11721,Petrol,145,53.3,1.5
 T-Roc,2020,201000.0,Semi-Auto,796,Petrol,145,39.8,1.5
 T-Roc,2020,203000.0,Semi-Auto,2051,Petrol,145,39.8,1.5
 T-Roc,2019,156333.33333333334,Manual,2344,Diesel,145,46.3,2.0
 T-Roc,2019,154333.33333333334,Manual,6230,Diesel,145,46.3,2.0
 T-Roc,2019,128000.0,Manual,11833,Petrol,150,44.1,1.0
 T-Roc,2019,156333.33333333334,Manual,2030,Diesel,145,46.3,2.0
 T-Roc,2019,204333.33333333334,Automatic,12400,Petrol,145,34.5,2.0
 T-Roc,2019,148000.0,Manual,20124,Diesel,145,50.4,1.6
 T-Roc,2019,183000.0,Manual,10986,Diesel,145,50.4,2.0
 T-Roc,2018,106666.66666666667,Manual,10800,Petrol,145,55.4,1.0
 T-Roc,2019,191666.66666666666,Semi-Auto,3381,Diesel,150,49.6,2.0
 T-Roc,2019,164000.0,Manual,4530,Diesel,150,50.4,2.0
 T-Roc,2019,146000.0,Manual,25,Diesel,145,50.4,1.6
 T-Roc,2020,199000.0,Semi-Auto,6500,Petrol,145,39.8,1.5
 T-Roc,2018,137333.33333333334,Manual,23195,Petrol,145,53.3,1.5
 T-Roc,2019,143666.66666666666,Manual,10,Diesel,145,50.4,1.6
 T-Roc,2019,151000.0,Manual,110,Diesel,145,50.4,2.0
 T-Roc,2019,143666.66666666666,Manual,10,Diesel,145,50.4,1.6
 T-Roc,2019,148000.0,Manual,111,Diesel,145,50.4,2.0
 T-Roc,2019,168333.33333333334,Manual,110,Diesel,145,46.3,2.0
 T-Roc,2019,224666.66666666666,Semi-Auto,9366,Petrol,145,32.5,2.0
 T-Roc,2019,148000.0,Manual,100,Diesel,145,50.4,2.0
 T-Roc,2019,160666.66666666666,Manual,2694,Diesel,145,50.4,2.0
 T-Roc,2019,165000.0,Manual,6222,Diesel,145,50.4,2.0
 T-Roc,2019,246000.0,Automatic,10824,Petrol,145,32.5,2.0
 T-Roc,2019,232000.0,Automatic,3404,Petrol,145,32.5,2.0
 T-Roc,2020,198000.0,Semi-Auto,1208,Diesel,145,50.4,2.0
 T-Roc,2019,134000.0,Manual,6315,Diesel,145,50.4,2.0
 T-Roc,2019,161000.0,Semi-Auto,1867,Petrol,145,39.8,1.5
 T-Roc,2020,188333.33333333334,Manual,22462,Diesel,145,50.4,2.0
 T-Roc,2020,191666.66666666666,Semi-Auto,1165,Diesel,145,50.4,2.0
 T-Roc,2019,172333.33333333334,Automatic,6737,Diesel,145,50.4,2.0
 T-Roc,2019,149000.0,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2019,149000.0,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2019,149000.0,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2020,181000.0,Manual,2920,Diesel,145,50.4,2.0
 T-Roc,2019,157666.66666666666,Manual,5794,Diesel,145,50.4,2.0
 T-Roc,2019,151666.66666666666,Semi-Auto,5528,Petrol,145,39.8,1.5
 T-Roc,2019,172333.33333333334,Semi-Auto,4121,Diesel,150,49.6,2.0
 T-Roc,2019,170333.33333333334,Semi-Auto,6830,Diesel,150,49.6,2.0
 T-Roc,2019,179000.0,Semi-Auto,6770,Diesel,150,49.6,2.0
 T-Roc,2018,118000.0,Manual,13500,Petrol,150,44.1,1.0
 T-Roc,2019,218333.33333333334,Semi-Auto,5987,Petrol,145,32.5,2.0
 T-Roc,2019,172333.33333333334,Semi-Auto,7445,Diesel,145,50.4,2.0
 T-Roc,2019,160000.0,Semi-Auto,3497,Petrol,145,39.8,1.5
 T-Roc,2019,149000.0,Manual,2987,Diesel,145,46.3,2.0
 T-Roc,2019,152333.33333333334,Manual,7054,Diesel,145,46.3,2.0
 T-Roc,2019,232000.0,Semi-Auto,2515,Petrol,145,32.5,2.0
 T-Roc,2020,253333.33333333334,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2019,176333.33333333334,Semi-Auto,5250,Petrol,150,39.8,1.5
 T-Roc,2019,173333.33333333334,Semi-Auto,2507,Petrol,145,39.8,1.5
 T-Roc,2019,128000.0,Manual,15996,Petrol,150,44.1,1.0
 T-Roc,2018,135333.33333333334,Manual,6165,Petrol,150,53.3,1.5
 T-Roc,2018,122000.0,Manual,12850,Petrol,145,55.4,1.0
 T-Roc,2019,148000.0,Manual,12000,Diesel,150,50.4,1.6
 T-Roc,2019,122333.33333333333,Manual,5500,Diesel,150,50.4,1.6
 T-Roc,2018,118000.0,Manual,15239,Petrol,145,55.4,1.0
 T-Roc,2020,150000.0,Manual,4822,Diesel,145,51.4,1.6
 T-Roc,2019,150000.0,Manual,5599,Diesel,145,50.4,2.0
 T-Roc,2019,154333.33333333334,Semi-Auto,6992,Diesel,150,49.6,2.0
 T-Roc,2019,160666.66666666666,Manual,5211,Diesel,150,50.4,2.0
 T-Roc,2019,148666.66666666666,Manual,3500,Petrol,145,53.3,1.5
 T-Roc,2019,161666.66666666666,Manual,3254,Diesel,150,50.4,2.0
 T-Roc,2020,184666.66666666666,Manual,2000,Petrol,145,44.1,1.5
 T-Roc,2018,167000.0,Automatic,12188,Petrol,145,41.5,2.0
 T-Roc,2018,130333.33333333333,Manual,35100,Petrol,145,53.3,1.5
 T-Roc,2020,205333.33333333334,Semi-Auto,3500,Diesel,145,49.6,2.0
 T-Roc,2019,232000.0,Automatic,5195,Petrol,145,32.5,2.0
 T-Roc,2018,128000.0,Manual,9922,Petrol,145,53.3,1.5
 T-Roc,2019,152333.33333333334,Manual,3720,Diesel,145,46.3,2.0
 T-Roc,2018,132000.0,Manual,9000,Diesel,150,50.4,1.6
 T-Roc,2018,125000.0,Manual,15597,Petrol,150,53.3,1.5
 T-Roc,2020,180333.33333333334,Manual,799,Petrol,145,44.1,1.5
 T-Roc,2018,142333.33333333334,Manual,17588,Petrol,145,53.3,1.5
 T-Roc,2019,143666.66666666666,Manual,73,Diesel,145,50.4,2.0
 T-Roc,2019,232000.0,Semi-Auto,1409,Petrol,145,32.5,2.0
 T-Roc,2019,184666.66666666666,Semi-Auto,1293,Petrol,145,39.8,1.5
 T-Roc,2018,144666.66666666666,Manual,8000,Petrol,150,53.3,1.5
 T-Roc,2019,158666.66666666666,Manual,4045,Diesel,145,50.4,2.0
 T-Roc,2019,158000.0,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2019,175666.66666666666,Automatic,187,Diesel,145,49.6,2.0
 T-Roc,2020,191666.66666666666,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2019,162000.0,Semi-Auto,15134,Petrol,145,39.8,1.5
 T-Roc,2019,155333.33333333334,Manual,3886,Diesel,145,50.4,2.0
 T-Roc,2019,173666.66666666666,Semi-Auto,5497,Diesel,150,49.6,2.0
 T-Roc,2019,175666.66666666666,Semi-Auto,5812,Diesel,150,49.6,2.0
 T-Roc,2019,179333.33333333334,Semi-Auto,1986,Petrol,145,39.8,1.5
 T-Roc,2018,117000.0,Manual,12894,Petrol,145,44.1,1.0
 T-Roc,2020,268333.3333333333,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2020,188666.66666666666,Manual,2000,Petrol,145,42.2,1.5
 T-Roc,2019,147000.0,Manual,6608,Diesel,145,50.4,1.6
 T-Roc,2018,158666.66666666666,Automatic,10424,Petrol,145,41.5,2.0
 T-Roc,2020,172333.33333333334,Manual,4,Diesel,145,50.4,1.6
 T-Roc,2018,135333.33333333334,Semi-Auto,11941,Petrol,145,52.3,1.5
 T-Roc,2019,147000.0,Manual,2681,Diesel,145,50.4,1.6
 T-Roc,2019,154333.33333333334,Manual,14685,Diesel,150,50.4,1.6
 T-Roc,2019,214000.0,Automatic,1278,Petrol,145,34.5,2.0
 T-Roc,2019,232000.0,Automatic,8045,Petrol,145,32.5,2.0
 T-Roc,2019,158666.66666666666,Manual,3744,Diesel,145,46.3,2.0
 T-Roc,2019,159666.66666666666,Automatic,4064,Diesel,145,50.4,2.0
 T-Roc,2019,143666.66666666666,Manual,8666,Diesel,145,50.4,1.6
 T-Roc,2019,159000.0,Automatic,5309,Petrol,145,39.8,1.5
 T-Roc,2019,141666.66666666666,Manual,10375,Diesel,145,50.4,1.6
 T-Roc,2019,149666.66666666666,Manual,50,Petrol,145,42.2,1.5
 T-Roc,2019,157666.66666666666,Manual,3633,Diesel,145,50.4,1.6
