model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X1,2017,98000.0,Manual,20925,Diesel,150,68.9,2.0
 3 Series,2016,81000.0,Manual,30521,Diesel,20,68.9,2.0
 X1,2018,122000.0,Manual,16066,Petrol,150,51.4,1.5
 1 Series,2015,68666.66666666667,Manual,11524,Diesel,0,83.1,1.5
 1 Series,2017,86000.0,Manual,21809,Petrol,145,53.3,1.5
 1 Series,2017,102333.33333333333,Automatic,27245,Diesel,145,68.9,2.0
 3 Series,2013,81000.0,Automatic,35736,Diesel,125,58.9,2.0
 X1,2017,99000.0,Automatic,55782,Diesel,145,65.7,2.0
 1 Series,2016,66666.66666666667,Manual,26404,Petrol,125,53.3,1.5
 1 Series,2016,80000.0,Manual,26631,Petrol,125,52.3,1.5
 1 Series,2016,80000.0,Manual,24111,Petrol,145,47.1,1.6
 3 Series,2017,95666.66666666667,Manual,22763,Petrol,145,48.7,2.0
 3 Series,2016,81000.0,Manual,17385,Diesel,20,72.4,2.0
 5 Series,2016,100000.0,Automatic,35474,Diesel,125,60.1,2.0
 4 Series,2016,98000.0,Manual,16584,Diesel,30,62.8,2.0
 1 Series,2018,79000.0,Manual,30273,Diesel,145,53.3,1.5
 2 Series,2017,76666.66666666667,Manual,62021,Diesel,145,65.7,2.0
 5 Series,2016,91666.66666666667,Automatic,51552,Diesel,30,62.8,2.0
 1 Series,2016,68666.66666666667,Manual,29508,Petrol,125,53.3,1.5
 1 Series,2017,74666.66666666667,Manual,30865,Diesel,145,72.4,1.5
 5 Series,2014,78666.66666666667,Automatic,46356,Diesel,30,62.8,2.0
 1 Series,2016,79000.0,Manual,18343,Diesel,20,70.6,1.5
 5 Series,2014,95666.66666666667,Automatic,13858,Diesel,125,57.6,2.0
 2 Series,2017,86000.0,Manual,33752,Petrol,125,52.3,1.5
 X3,2016,138333.33333333334,Automatic,19083,Diesel,150,54.3,2.0
 2 Series,2017,94333.33333333333,Automatic,46281,Petrol,125,51.4,1.5
 X1,2017,98000.0,Automatic,54183,Diesel,150,65.7,2.0
 X1,2017,106333.33333333333,Automatic,36701,Diesel,30,65.7,2.0
 3 Series,2017,94666.66666666667,Automatic,48082,Petrol,150,51.4,2.0
 X1,2016,77666.66666666667,Manual,77482,Diesel,20,68.9,2.0
 2 Series,2017,108666.66666666667,Automatic,32389,Other,0,141.2,1.5
 5 Series,2016,89333.33333333333,Automatic,39235,Diesel,30,62.8,2.0
 3 Series,2018,137333.33333333334,Automatic,30703,Diesel,145,57.6,2.0
 1 Series,2015,99000.0,Semi-Auto,20000,Diesel,125,60.1,2.0
 2 Series,2017,88000.0,Semi-Auto,34971,Diesel,150,72.4,1.5
 1 Series,2014,68000.0,Semi-Auto,44900,Diesel,30,64.2,2.0
 X3,2017,161666.66666666666,Semi-Auto,16945,Diesel,150,54.3,2.0
 M4,2016,213000.0,Semi-Auto,34209,Petrol,300,34.0,3.0
 1 Series,2017,84000.0,Manual,14138,Diesel,20,72.4,1.5
 1 Series,2015,51000.0,Manual,74375,Diesel,30,65.7,2.0
 X1,2017,124666.66666666667,Automatic,31238,Diesel,145,55.4,2.0
 3 Series,2015,84000.0,Manual,37204,Diesel,30,64.2,2.0
 1 Series,2017,77000.0,Manual,26265,Diesel,0,83.1,1.5
 3 Series,2016,94666.66666666667,Automatic,38838,Diesel,125,57.6,2.0
 X3,2016,101000.0,Automatic,59692,Diesel,145,54.3,2.0
 3 Series,2016,104333.33333333333,Automatic,34623,Diesel,125,57.6,2.0
 3 Series,2017,104333.33333333333,Manual,29968,Diesel,30,64.2,2.0
 3 Series,2017,153666.66666666666,Automatic,27748,Diesel,200,49.6,3.0
 3 Series,2015,92666.66666666667,Automatic,47288,Diesel,30,62.8,2.0
 5 Series,2016,86333.33333333333,Automatic,64117,Diesel,30,65.7,2.0
 5 Series,2015,69333.33333333333,Automatic,79563,Diesel,125,60.1,2.0
 3 Series,2016,77666.66666666667,Manual,34842,Diesel,30,67.3,2.0
 2 Series,2016,65666.66666666667,Manual,24313,Diesel,0,74.3,1.5
 2 Series,2015,56333.333333333336,Manual,40789,Diesel,0,74.3,1.5
 3 Series,2017,88333.33333333333,Automatic,66743,Diesel,30,67.3,2.0
 5 Series,2016,87333.33333333333,Automatic,65612,Diesel,30,62.8,2.0
 1 Series,2016,71666.66666666667,Manual,21390,Diesel,20,72.4,1.5
 3 Series,2017,87333.33333333333,Automatic,72065,Diesel,20,70.6,2.0
 5 Series,2016,86333.33333333333,Automatic,62444,Diesel,125,60.1,2.0
 X3,2013,81000.0,Automatic,71558,Diesel,160,50.4,2.0
 X1,2017,117000.0,Automatic,34666,Diesel,145,65.7,2.0
 1 Series,2016,69666.66666666667,Manual,22920,Diesel,20,72.4,1.5
 X5,2016,134000.0,Automatic,71626,Other,0,85.6,2.0
 X1,2017,103333.33333333333,Manual,38405,Diesel,145,68.9,2.0
 3 Series,2018,133000.0,Automatic,20681,Diesel,145,64.2,2.0
 3 Series,2017,108666.66666666667,Automatic,20529,Diesel,145,65.7,2.0
 X3,2016,121333.33333333333,Automatic,42691,Diesel,145,54.3,2.0
 1 Series,2018,101333.33333333333,Automatic,10058,Petrol,145,37.2,1.5
 3 Series,2016,127666.66666666667,Automatic,40337,Diesel,145,53.3,3.0
 5 Series,2018,158666.66666666666,Automatic,23195,Diesel,145,65.7,2.0
 1 Series,2017,89333.33333333333,Manual,17117,Petrol,145,53.3,1.5
 3 Series,2017,89333.33333333333,Manual,22153,Diesel,150,68.9,2.0
 3 Series,2015,61666.666666666664,Manual,56038,Diesel,20,68.9,2.0
 3 Series,2017,76666.66666666667,Automatic,78345,Diesel,0,74.3,2.0
 X4,2016,136333.33333333334,Automatic,31084,Diesel,145,54.3,2.0
 1 Series,2017,98333.33333333333,Automatic,5615,Petrol,145,58.9,1.5
 3 Series,2017,85000.0,Automatic,55751,Petrol,150,51.4,1.5
 X4,2017,158666.66666666666,Automatic,35016,Diesel,150,54.3,2.0
 1 Series,2016,49333.333333333336,Manual,81579,Diesel,0,83.1,1.5
 X1,2017,104333.33333333333,Manual,31518,Diesel,145,60.1,2.0
 1 Series,2016,60333.333333333336,Manual,44008,Diesel,0,83.1,1.5
 2 Series,2016,60666.666666666664,Manual,59509,Diesel,20,68.9,2.0
 3 Series,2017,125666.66666666667,Automatic,43703,Other,140,134.5,2.0
 1 Series,2016,90333.33333333333,Automatic,36858,Diesel,125,60.1,2.0
 1 Series,2016,77666.66666666667,Automatic,25786,Diesel,0,74.3,2.0
 1 Series,2016,81000.0,Automatic,24592,Diesel,20,68.9,2.0
 1 Series,2016,54333.333333333336,Manual,51002,Diesel,0,83.1,1.5
 1 Series,2017,105333.33333333333,Automatic,26052,Diesel,145,68.9,2.0
 3 Series,2017,120333.33333333333,Automatic,31528,Diesel,145,64.2,2.0
 X3,2017,170333.33333333334,Automatic,25776,Diesel,200,47.9,3.0
 1 Series,2016,82000.0,Manual,18055,Petrol,125,52.3,1.5
 3 Series,2014,62666.666666666664,Automatic,63223,Diesel,20,68.9,2.0
 1 Series,2016,84000.0,Manual,8719,Petrol,125,52.3,1.5
 4 Series,2018,119333.33333333333,Automatic,27133,Petrol,145,44.8,2.0
 5 Series,2018,154333.33333333334,Automatic,21947,Diesel,150,68.9,2.0
 X1,2013,55333.333333333336,Manual,80625,Diesel,160,51.4,2.0
 3 Series,2017,119333.33333333333,Automatic,31501,Other,0,134.5,2.0
 1 Series,2016,84000.0,Automatic,8707,Petrol,30,55.5,1.5
 1 Series,2017,86000.0,Manual,10861,Petrol,125,53.3,1.5
 4 Series,2017,113000.0,Manual,16359,Petrol,145,46.3,2.0
 4 Series,2017,117000.0,Automatic,46913,Diesel,145,65.7,2.0
 3 Series,2017,106333.33333333333,Manual,37747,Diesel,125,60.1,2.0
 4 Series,2017,118000.0,Manual,24882,Petrol,145,46.3,2.0
 1 Series,2015,77000.0,Manual,24474,Petrol,125,52.3,1.5
 3 Series,2018,110666.66666666667,Automatic,29394,Petrol,145,48.7,2.0
 5 Series,2016,81000.0,Manual,59528,Diesel,125,60.1,2.0
 2 Series,2016,93666.66666666667,Manual,15577,Petrol,160,44.1,2.0
 X1,2016,87333.33333333333,Manual,52226,Diesel,20,68.9,2.0
 3 Series,2017,119333.33333333333,Automatic,12330,Diesel,30,64.2,2.0
 4 Series,2015,102333.33333333333,Semi-Auto,62943,Diesel,30,65.7,2.0
 X1,2020,241666.66666666666,Semi-Auto,1560,Diesel,145,60.1,2.0
 2 Series,2020,207000.0,Manual,1580,Petrol,150,43.5,1.5
 X5,2020,468333.3333333333,Semi-Auto,1500,Diesel,150,37.7,3.0
 3 Series,2014,76666.66666666667,Manual,11545,Petrol,165,44.8,2.0
 2 Series,2020,191666.66666666666,Automatic,3160,Hybrid,140,113.0,1.5
 1 Series,2020,245000.0,Semi-Auto,1560,Diesel,150,48.7,2.0
 X2,2020,230000.0,Manual,1850,Diesel,150,49.6,2.0
 X4,2019,238333.33333333334,Semi-Auto,7272,Diesel,150,42.8,2.0
 X4,2019,238333.33333333334,Semi-Auto,7272,Diesel,150,42.8,2.0
 1 Series,2017,105333.33333333333,Manual,19866,Diesel,30,65.7,2.0
 4 Series,2016,115000.0,Semi-Auto,22476,Petrol,145,48.7,2.0
 1 Series,2013,103000.0,Semi-Auto,42786,Petrol,235,37.7,3.0
 1 Series,2015,70333.33333333333,Manual,42410,Diesel,30,65.7,2.0
 5 Series,2014,76666.66666666667,Semi-Auto,60681,Diesel,125,57.6,2.0
 X1,2016,92666.66666666667,Manual,57717,Diesel,125,58.9,2.0
 3 Series,2017,119333.33333333333,Semi-Auto,8096,Petrol,145,51.4,2.0
 1 Series,2015,73333.33333333333,Manual,49151,Diesel,30,62.8,2.0
 X6,2017,230666.66666666666,Semi-Auto,40429,Diesel,200,47.1,3.0
 M4,2016,223666.66666666666,Semi-Auto,21107,Petrol,300,34.0,3.0
 1 Series,2016,138333.33333333334,Semi-Auto,33043,Petrol,200,39.8,3.0
 X1,2016,115000.0,Semi-Auto,50378,Diesel,125,57.6,2.0
 5 Series,2019,183000.0,Semi-Auto,11115,Diesel,145,65.7,2.0
 X1,2013,53333.333333333336,Manual,69020,Diesel,125,57.6,2.0
 8 Series,2019,483666.6666666667,Semi-Auto,2650,Diesel,145,39.8,3.0
 1 Series,2014,94666.66666666667,Manual,55834,Petrol,300,35.3,3.0
 3 Series,2019,154333.33333333334,Semi-Auto,5761,Diesel,150,55.4,2.0
 1 Series,2017,78000.0,Semi-Auto,47110,Diesel,0,78.5,1.5
 X3,2014,111666.66666666667,Semi-Auto,54075,Diesel,145,54.3,2.0
 5 Series,2015,95666.66666666667,Semi-Auto,45152,Diesel,30,62.8,2.0
 2 Series,2014,67000.0,Manual,52091,Diesel,125,58.9,2.0
 1 Series,2019,140666.66666666666,Semi-Auto,4812,Petrol,145,47.9,2.0
 X1,2016,106333.33333333333,Semi-Auto,37272,Petrol,160,44.8,2.0
 3 Series,2019,197000.0,Semi-Auto,4250,Diesel,145,48.7,2.0
 5 Series,2018,216333.33333333334,Semi-Auto,15711,Diesel,145,60.1,3.0
 1 Series,2016,130000.0,Manual,21236,Petrol,260,36.2,3.0
 1 Series,2017,99333.33333333333,Semi-Auto,24008,Petrol,145,55.5,1.5
 X1,2016,118000.0,Semi-Auto,25994,Diesel,145,55.4,2.0
 X5,2015,198666.66666666666,Automatic,24188,Diesel,200,47.1,3.0
 X5,2015,152666.66666666666,Automatic,59216,Diesel,200,47.9,3.0
 1 Series,2017,152666.66666666666,Manual,21171,Petrol,260,36.2,3.0
 1 Series,2017,98333.33333333333,Manual,24259,Petrol,145,52.3,1.5
 5 Series,2017,161666.66666666666,Semi-Auto,19379,Diesel,145,65.7,2.0
 1 Series,2017,98333.33333333333,Manual,20790,Diesel,145,70.6,1.5
 5 Series,2019,209666.66666666666,Semi-Auto,2743,Diesel,145,60.1,2.0
 3 Series,2019,161666.66666666666,Semi-Auto,6000,Petrol,145,48.7,2.0
 3 Series,2019,210666.66666666666,Manual,3980,Diesel,145,53.3,2.0
 4 Series,2019,209666.66666666666,Semi-Auto,101,Diesel,145,60.1,2.0
 5 Series,2017,143666.66666666666,Semi-Auto,12725,Diesel,145,68.9,2.0
 3 Series,2019,193666.66666666666,Semi-Auto,18200,Diesel,150,48.7,2.0
 Z4,2016,119333.33333333333,Semi-Auto,25300,Petrol,205,41.5,2.0
 4 Series,2018,161666.66666666666,Automatic,7200,Petrol,145,48.7,2.0
 X6,2018,288666.6666666667,Semi-Auto,6100,Diesel,145,47.1,3.0
 5 Series,2018,189333.33333333334,Automatic,6800,Diesel,145,68.9,2.0
 1 Series,2013,76666.66666666667,Manual,31600,Diesel,125,57.6,2.0
 5 Series,2018,183000.0,Semi-Auto,8700,Diesel,145,49.6,2.0
 X6,2016,213000.0,Automatic,43600,Diesel,200,44.8,3.0
 3 Series,2018,151000.0,Semi-Auto,16452,Petrol,150,48.7,2.0
 5 Series,2017,161666.66666666666,Automatic,15838,Diesel,145,60.1,2.0
 5 Series,2019,269666.6666666667,Automatic,6775,Diesel,145,51.4,3.0
 1 Series,2019,130000.0,Semi-Auto,11234,Diesel,145,68.9,2.0
 7 Series,2019,358333.3333333333,Semi-Auto,5893,Diesel,145,44.1,3.0
 X3,2019,295666.6666666667,Semi-Auto,9781,Diesel,145,48.7,3.0
 X5,2016,220333.33333333334,Automatic,17303,Hybrid,0,85.6,2.0
 1 Series,2016,127666.66666666667,Manual,25334,Petrol,300,35.3,3.0
 3 Series,2016,131333.33333333334,Semi-Auto,36501,Diesel,145,53.3,3.0
 2 Series,2019,168333.33333333334,Semi-Auto,2318,Petrol,145,47.9,2.0
 X1,2017,151000.0,Semi-Auto,14418,Diesel,145,55.4,2.0
 X1,2017,130000.0,Semi-Auto,12160,Diesel,145,65.7,2.0
 X3,2018,242333.33333333334,Semi-Auto,20290,Diesel,145,48.7,3.0
 X1,2016,124666.66666666667,Semi-Auto,13690,Diesel,125,57.6,2.0
 X5,2017,265000.0,Automatic,22158,Diesel,205,47.1,3.0
 X5,2015,198666.66666666666,Automatic,36174,Diesel,205,47.1,3.0
 3 Series,2018,171666.66666666666,Semi-Auto,30000,Diesel,150,53.3,3.0
 1 Series,2016,113666.66666666667,Manual,40125,Petrol,305,35.3,3.0
 3 Series,2017,126666.66666666667,Manual,20087,Petrol,165,44.8,2.0
 X7,2020,664666.6666666666,Semi-Auto,5000,Diesel,150,31.4,3.0
 3 Series,2018,158666.66666666666,Semi-Auto,11150,Petrol,145,48.7,2.0
 1 Series,2018,104666.66666666667,Manual,5827,Petrol,145,37.7,1.5
 4 Series,2019,226000.0,Semi-Auto,14000,Diesel,145,50.4,3.0
 4 Series,2019,173666.66666666666,Semi-Auto,5196,Diesel,145,65.7,2.0
 2 Series,2019,162000.0,Semi-Auto,2500,Petrol,145,39.2,1.5
 1 Series,2018,108666.66666666667,Manual,7000,Diesel,145,50.4,1.5
 X3,2019,437666.6666666667,Semi-Auto,26,Petrol,145,24.8,3.0
 1 Series,2019,224666.66666666666,Semi-Auto,4493,Petrol,145,34.5,2.0
 X1,2018,140666.66666666666,Semi-Auto,10545,Diesel,145,60.1,2.0
 X1,2017,154333.33333333334,Semi-Auto,16500,Petrol,145,44.8,2.0
 3 Series,2016,108666.66666666667,Semi-Auto,43695,Hybrid,0,134.5,2.0
 X3,2015,111666.66666666667,Semi-Auto,48867,Diesel,145,54.3,2.0
 1 Series,2017,106666.66666666667,Semi-Auto,23157,Petrol,145,54.3,1.5
 X1,2016,121333.33333333333,Semi-Auto,30434,Diesel,125,57.6,2.0
 3 Series,2015,142000.0,Semi-Auto,39700,Diesel,160,50.4,3.0
 5 Series,2019,197000.0,Semi-Auto,5739,Diesel,145,62.8,2.0
 X5,2017,324000.0,Automatic,18000,Diesel,145,42.8,3.0
 1 Series,2018,108666.66666666667,Semi-Auto,24275,Diesel,145,68.9,1.5
 4 Series,2017,146000.0,Semi-Auto,14774,Diesel,125,58.9,2.0
 3 Series,2018,143666.66666666666,Semi-Auto,12133,Petrol,145,48.7,2.0
 1 Series,2017,104666.66666666667,Manual,15645,Petrol,125,52.3,1.5
 X4,2016,177333.33333333334,Semi-Auto,25085,Diesel,200,47.9,3.0
 1 Series,2017,168000.0,Semi-Auto,19486,Petrol,145,39.8,3.0
 X2,2019,210666.66666666666,Semi-Auto,5431,Diesel,145,48.7,2.0
 7 Series,2020,451666.6666666667,Semi-Auto,6555,Diesel,145,42.2,3.0
 3 Series,2014,99333.33333333333,Semi-Auto,73923,Diesel,160,52.3,3.0
 1 Series,2018,203333.33333333334,Semi-Auto,6500,Petrol,150,32.5,3.0
 X4,2018,224666.66666666666,Semi-Auto,10920,Diesel,150,42.8,2.0
 3 Series,2019,170333.33333333334,Semi-Auto,8000,Petrol,150,44.8,2.0
 5 Series,2019,258000.0,Semi-Auto,12250,Diesel,150,53.3,3.0
 X3,2016,131000.0,Semi-Auto,37000,Diesel,145,54.3,2.0
 3 Series,2016,135000.0,Semi-Auto,40500,Diesel,145,53.3,3.0
 3 Series,2017,126666.66666666667,Semi-Auto,33000,Diesel,145,60.1,2.0
 M4,2020,434000.0,Semi-Auto,2000,Petrol,145,32.5,3.0
 X3,2015,105333.33333333333,Semi-Auto,48000,Diesel,145,54.3,2.0
 4 Series,2017,139333.33333333334,Manual,17410,Petrol,150,40.9,2.0
 1 Series,2017,91333.33333333333,Manual,25975,Petrol,145,53.3,1.5
 1 Series,2019,125000.0,Semi-Auto,12054,Petrol,150,54.3,1.5
 1 Series,2014,59666.666666666664,Manual,51203,Diesel,30,65.7,2.0
 X5,2019,390333.3333333333,Semi-Auto,5145,Diesel,150,37.7,3.0
 1 Series,2017,80000.0,Manual,23274,Diesel,20,72.4,1.5
 4 Series,2018,154333.33333333334,Semi-Auto,10948,Diesel,145,60.1,2.0
 2 Series,2019,215333.33333333334,Semi-Auto,7000,Petrol,145,38.2,3.0
 5 Series,2019,218666.66666666666,Semi-Auto,16000,Diesel,145,60.1,3.0
 2 Series,2020,214333.33333333334,Manual,5550,Petrol,145,43.5,1.5
 3 Series,2014,119333.33333333333,Semi-Auto,50687,Diesel,160,52.3,3.0
 3 Series,2013,110000.0,Semi-Auto,46500,Diesel,150,55.4,3.0
 X1,2016,123333.33333333333,Semi-Auto,25300,Diesel,125,60.1,2.0
 1 Series,2017,119333.33333333333,Semi-Auto,12458,Diesel,30,62.8,2.0
 1 Series,2017,168000.0,Semi-Auto,21200,Petrol,200,39.8,3.0
 4 Series,2016,135000.0,Semi-Auto,20151,Diesel,145,53.3,3.0
 X1,2017,130000.0,Manual,13278,Diesel,125,58.9,2.0
 5 Series,2019,189333.33333333334,Semi-Auto,9000,Petrol,145,48.7,2.0
 2 Series,2018,126666.66666666667,Semi-Auto,13174,Diesel,145,49.6,2.0
 7 Series,2016,184666.66666666666,Semi-Auto,39085,Diesel,145,54.3,3.0
 3 Series,2017,198666.66666666666,Semi-Auto,14834,Diesel,145,51.4,3.0
 3 Series,2016,127666.66666666667,Semi-Auto,15088,Diesel,145,55.4,3.0
 1 Series,2017,118000.0,Semi-Auto,16761,Diesel,145,67.3,2.0
 3 Series,2018,150000.0,Semi-Auto,18564,Diesel,145,60.1,2.0
 X2,2019,203333.33333333334,Semi-Auto,1418,Petrol,145,36.2,2.0
 3 Series,2019,238333.33333333334,Semi-Auto,5525,Diesel,145,50.4,2.0
 3 Series,2017,187000.0,Semi-Auto,15338,Diesel,145,49.6,3.0
 3 Series,2013,95666.66666666667,Semi-Auto,35500,Diesel,145,55.4,2.0
 5 Series,2017,234333.33333333334,Semi-Auto,11086,Diesel,145,53.3,3.0
 1 Series,2018,106666.66666666667,Semi-Auto,11132,Petrol,145,55.5,1.5
 1 Series,2018,111666.66666666667,Semi-Auto,7656,Petrol,145,37.2,1.5
 X3,2015,124666.66666666667,Semi-Auto,41567,Diesel,145,54.3,2.0
 5 Series,2019,312333.3333333333,Semi-Auto,1034,Petrol,145,39.2,3.0
 1 Series,2017,170333.33333333334,Semi-Auto,20294,Petrol,200,39.8,3.0
 3 Series,2017,164333.33333333334,Semi-Auto,30422,Diesel,145,51.4,3.0
 3 Series,2017,153666.66666666666,Semi-Auto,20313,Diesel,145,56.5,3.0
 3 Series,2016,152666.66666666666,Semi-Auto,28775,Diesel,160,51.4,3.0
 3 Series,2015,109666.66666666667,Semi-Auto,6147,Petrol,145,47.9,2.0
 X5,2013,170333.33333333334,Automatic,45150,Diesel,200,45.6,3.0
 1 Series,2019,176333.33333333334,Manual,2073,Diesel,145,57.7,1.5
 4 Series,2020,206666.66666666666,Semi-Auto,25,Petrol,145,48.7,2.0
 4 Series,2020,210666.66666666666,Semi-Auto,25,Diesel,145,60.1,2.0
 X5,2019,405666.6666666667,Semi-Auto,6500,Diesel,145,37.7,3.0
 4 Series,2019,249666.66666666666,Semi-Auto,4025,Diesel,145,50.4,3.0
 2 Series,2015,64666.666666666664,Manual,27221,Diesel,0,74.3,1.5
 3 Series,2013,64000.0,Manual,75561,Diesel,20,68.9,2.0
 X4,2015,124666.66666666667,Manual,53755,Diesel,160,52.3,2.0
 3 Series,2013,64000.0,Semi-Auto,95043,Diesel,30,62.8,2.0
 X1,2014,70333.33333333333,Semi-Auto,56952,Diesel,160,52.3,2.0
 1 Series,2017,91333.33333333333,Semi-Auto,59066,Diesel,20,72.4,1.5
 3 Series,2016,89333.33333333333,Semi-Auto,46889,Diesel,30,67.3,2.0
 5 Series,2019,280333.3333333333,Semi-Auto,5137,Diesel,145,51.4,3.0
 4 Series,2019,179000.0,Semi-Auto,8794,Diesel,145,60.1,2.0
 5 Series,2019,272000.0,Semi-Auto,9854,Diesel,145,53.3,3.0
 7 Series,2018,327666.6666666667,Semi-Auto,7123,Diesel,145,52.3,3.0
 1 Series,2014,76666.66666666667,Manual,41500,Diesel,125,57.6,2.0
 1 Series,2016,89333.33333333333,Manual,24678,Diesel,30,65.7,2.0
 M4,2019,375000.0,Semi-Auto,2258,Petrol,145,34.0,3.0
 2 Series,2019,168333.33333333334,Semi-Auto,4413,Diesel,145,46.3,2.0
 4 Series,2019,186333.33333333334,Semi-Auto,7292,Diesel,145,58.9,2.0
 X1,2016,115000.0,Semi-Auto,46354,Diesel,125,57.6,2.0
 6 Series,2018,218666.66666666666,Semi-Auto,21525,Diesel,150,49.6,3.0
 1 Series,2017,91333.33333333333,Manual,15663,Petrol,150,53.3,1.5
 X5,2017,273333.3333333333,Automatic,18000,Diesel,200,47.1,3.0
 4 Series,2020,225666.66666666666,Semi-Auto,17,Diesel,145,60.1,2.0
 5 Series,2019,200000.0,Semi-Auto,3816,Diesel,145,62.8,2.0
 5 Series,2019,183000.0,Semi-Auto,4405,Petrol,145,48.7,2.0
 X2,2019,189333.33333333334,Manual,4825,Diesel,145,49.6,2.0
 4 Series,2019,189333.33333333334,Semi-Auto,4406,Diesel,145,60.1,2.0
 3 Series,2019,232000.0,Semi-Auto,11564,Diesel,145,49.6,2.0
 X2,2019,224666.66666666666,Semi-Auto,10,Petrol,145,34.0,2.0
 5 Series,2016,92666.66666666667,Semi-Auto,51700,Diesel,30,65.7,2.0
 3 Series,2013,60666.666666666664,Semi-Auto,55701,Petrol,145,47.9,1.6
 1 Series,2018,183333.33333333334,Semi-Auto,11131,Petrol,145,39.8,3.0
 3 Series,2020,434000.0,Semi-Auto,5000,Diesel,150,43.5,3.0
 X3,2016,140666.66666666666,Semi-Auto,25000,Diesel,150,54.3,2.0
