model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Q3,2016,97333.33333333333,Manual,32011,Petrol,145,49.6,1.4
 Q3,2016,95666.66666666667,Manual,39134,Diesel,30,60.1,2.0
 Q5,2015,93666.66666666667,Automatic,89483,Diesel,205,47.1,2.0
 A3,2015,95666.66666666667,Automatic,56291,Petrol,200,42.8,1.8
 A6,2016,102333.33333333333,Automatic,47767,Diesel,20,61.4,2.0
 A1,2014,67666.66666666667,Manual,34315,Petrol,125,53.3,1.4
 A3,2016,65000.0,Manual,66369,Diesel,0,83.1,1.6
 A6,2016,118000.0,Manual,34110,Diesel,30,61.4,2.0
 A1,2013,44666.666666666664,Manual,76269,Diesel,0,74.3,1.6
 A3,2016,68000.0,Manual,37840,Diesel,20,70.6,1.6
 A3,2017,113000.0,Manual,26249,Diesel,30,67.3,1.6
 Q3,2017,105333.33333333333,Manual,44898,Diesel,125,57.7,2.0
 Q3,2017,94333.33333333333,Manual,67161,Petrol,150,51.4,1.4
 A3,2018,128000.0,Manual,17992,Petrol,150,54.3,1.5
 A4,2016,65000.0,Manual,97440,Diesel,20,70.6,2.0
 A1,2017,79000.0,Manual,19268,Petrol,150,67.3,1.0
 A3,2013,73333.33333333333,Automatic,51441,Petrol,125,50.4,1.8
 A1,2016,66666.66666666667,Manual,18181,Petrol,0,67.3,1.0
 A3,2016,80000.0,Manual,19494,Diesel,30,67.3,2.0
 A6,2016,106333.33333333333,Manual,32808,Diesel,30,61.4,2.0
 A3,2017,91666.66666666667,Manual,25965,Diesel,145,65.7,2.0
 A3,2016,53333.333333333336,Manual,88215,Diesel,20,68.9,2.0
 A3,2019,108666.66666666667,Manual,5704,Petrol,145,49.6,1.0
 A4,2017,114666.66666666667,Manual,10959,Petrol,145,51.4,1.4
 Q5,2016,125666.66666666667,Automatic,30201,Diesel,200,47.1,2.0
 Q3,2017,153333.33333333334,Automatic,19319,Petrol,145,40.4,2.0
 A6,2017,114000.0,Manual,22582,Diesel,145,61.4,2.0
 A5,2017,131000.0,Manual,20052,Petrol,145,49.6,2.0
 Q3,2016,103333.33333333333,Manual,16666,Diesel,30,60.1,2.0
 A3,2016,72333.33333333333,Manual,25626,Diesel,0,74.3,1.6
 A3,2016,87000.0,Manual,10460,Petrol,20,60.1,1.4
 A6,2016,106333.33333333333,Automatic,43307,Diesel,125,57.6,2.0
 A1,2017,77000.0,Manual,29327,Petrol,30,55.4,1.4
 Q3,2017,105666.66666666667,Manual,36714,Petrol,125,51.4,1.4
 A1,2014,61666.666666666664,Manual,28324,Petrol,125,53.3,1.4
 A1,2016,89333.33333333333,Manual,12100,Petrol,30,56.5,1.4
 Q3,2017,113000.0,Manual,18001,Diesel,145,62.8,2.0
 A1,2016,65666.66666666667,Manual,28760,Petrol,30,55.4,1.4
 A3,2019,172333.33333333334,Semi-Auto,4000,Petrol,145,44.1,1.5
 Q2,2019,179000.0,Semi-Auto,7897,Diesel,145,47.9,2.0
 A6,2016,110000.0,Automatic,24744,Diesel,125,56.5,3.0
 Q3,2015,103333.33333333333,Automatic,30075,Diesel,160,51.4,2.0
 A1,2017,94333.33333333333,Manual,12577,Petrol,30,58.9,1.4
 A6,2016,110666.66666666667,Automatic,24421,Diesel,30,61.4,2.0
 A1,2016,68000.0,Manual,15567,Diesel,0,76.3,1.6
 A4,2018,119000.0,Manual,15207,Petrol,145,51.4,1.4
 A4,2017,101333.33333333333,Manual,14864,Petrol,145,52.3,1.4
 A4,2019,179000.0,Semi-Auto,9000,Petrol,145,38.7,2.0
 A4,2019,175666.66666666666,Manual,5000,Petrol,145,38.7,2.0
 Q2,2019,218333.33333333334,Semi-Auto,4264,Petrol,145,33.2,2.0
 Q3,2019,197000.0,Manual,4000,Diesel,145,42.8,2.0
 Q3,2019,189666.66666666666,Manual,4000,Petrol,145,42.2,1.5
 Q2,2019,151000.0,Manual,2721,Diesel,145,49.6,1.6
 Q2,2019,176333.33333333334,Semi-Auto,4000,Petrol,145,42.2,1.5
 Q5,2016,213000.0,Semi-Auto,49649,Diesel,235,42.2,3.0
 A4,2017,114666.66666666667,Manual,14068,Petrol,145,51.4,1.4
 A4,2017,98333.33333333333,Manual,23092,Petrol,145,52.3,1.4
 Q3,2017,123333.33333333333,Automatic,30682,Diesel,160,50.4,2.0
 A1,2016,64666.666666666664,Manual,18272,Petrol,0,67.3,1.0
 Q2,2017,104333.33333333333,Automatic,23714,Diesel,145,68.9,1.6
 A6,2016,76666.66666666667,Automatic,71311,Diesel,30,61.4,2.0
 A6,2018,154333.33333333334,Automatic,29477,Diesel,145,61.4,2.0
 Q5,2016,114000.0,Automatic,60551,Diesel,200,47.1,2.0
 A6,2017,139333.33333333334,Automatic,42071,Diesel,30,61.4,2.0
 A7,2014,138333.33333333334,Automatic,55774,Diesel,235,44.8,3.0
 A1,2016,62666.666666666664,Manual,36462,Diesel,0,76.3,1.6
 A3,2016,95333.33333333333,Manual,25376,Petrol,30,57.6,1.4
 A4,2017,118000.0,Automatic,39388,Diesel,145,67.3,2.0
 A3,2017,81000.0,Manual,64207,Diesel,20,67.3,2.0
 A1,2017,82000.0,Manual,49221,Petrol,145,55.4,1.4
 A1,2017,89333.33333333333,Manual,27179,Diesel,0,76.3,1.6
 A4,2014,74666.66666666667,Manual,31376,Diesel,125,58.9,2.0
 A5,2015,73333.33333333333,Automatic,62668,Diesel,145,53.3,2.0
 A4,2017,118000.0,Manual,10001,Petrol,145,51.4,1.4
 A6,2016,102333.33333333333,Automatic,52544,Diesel,30,61.4,2.0
 A4,2016,84000.0,Manual,63097,Petrol,125,49.6,2.0
 A6,2016,93666.66666666667,Manual,72967,Diesel,30,61.4,2.0
 A5,2017,148000.0,Automatic,32771,Diesel,145,70.6,2.0
 Q3,2018,171333.33333333334,Automatic,13303,Petrol,145,40.4,2.0
 A3,2019,127000.0,Manual,2752,Petrol,145,44.8,1.5
 Q3,2016,105333.33333333333,Manual,23307,Diesel,160,49.6,2.0
 A1,2017,74666.66666666667,Manual,34551,Petrol,150,67.3,1.0
 A3,2017,93666.66666666667,Manual,25457,Diesel,150,68.9,1.6
 Q2,2018,135333.33333333334,Manual,12167,Petrol,150,50.4,1.4
 A6,2015,98000.0,Automatic,23237,Diesel,20,67.3,2.0
 Q3,2016,99000.0,Automatic,11863,Diesel,160,50.4,2.0
 A4,2017,104333.33333333333,Manual,21225,Diesel,145,72.4,2.0
 A6,2015,109666.66666666667,Automatic,32083,Diesel,30,61.4,2.0
 Q5,2017,181000.0,Automatic,17039,Diesel,145,55.4,2.0
 A4,2016,74666.66666666667,Manual,72026,Diesel,0,74.3,2.0
 A1,2017,76000.0,Manual,34824,Petrol,0,67.3,1.0
 A1,2017,86000.0,Manual,20351,Petrol,30,55.4,1.4
 A4,2017,113000.0,Automatic,58028,Petrol,145,52.3,2.0
 A5,2017,140666.66666666666,Automatic,44783,Diesel,145,62.8,2.0
 A4,2014,76666.66666666667,Manual,60604,Diesel,20,67.3,2.0
 A4,2013,59666.666666666664,Manual,39998,Diesel,30,65.7,2.0
 A4,2017,140666.66666666666,Automatic,20852,Diesel,30,65.7,2.0
 A6,2016,85000.0,Manual,79728,Diesel,30,64.2,2.0
 A6,2017,130000.0,Automatic,29095,Diesel,20,64.2,2.0
 A3,2013,53333.333333333336,Manual,98940,Diesel,0,74.3,1.6
 A1,2016,83000.0,Manual,22780,Petrol,30,58.9,1.4
 A5,2018,139333.33333333334,Manual,20832,Petrol,150,47.1,2.0
 Q3,2016,98000.0,Automatic,29196,Diesel,145,55.4,2.0
 A4,2017,94333.33333333333,Manual,14392,Petrol,145,53.3,1.4
 A4,2018,105666.66666666667,Manual,20070,Petrol,145,52.3,1.4
 A6,2016,114666.66666666667,Automatic,89334,Diesel,30,62.8,3.0
 A1,2016,65666.66666666667,Manual,21428,Petrol,0,67.3,1.0
 A4,2016,91666.66666666667,Manual,45485,Diesel,20,70.6,2.0
 Q3,2016,93666.66666666667,Manual,32704,Diesel,30,60.1,2.0
 Q3,2018,134000.0,Automatic,42209,Petrol,145,42.2,2.0
 A4,2017,122000.0,Manual,17278,Petrol,145,48.7,1.4
 A1,2017,77000.0,Manual,29515,Petrol,0,67.3,1.0
 A3,2014,74666.66666666667,Manual,43662,Diesel,20,67.3,2.0
 A4,2017,121333.33333333333,Automatic,45225,Diesel,145,62.8,2.0
 A6,2017,115000.0,Manual,45491,Diesel,30,61.4,2.0
 Q5,2014,109666.66666666667,Manual,52267,Petrol,235,37.7,2.0
 A3,2014,73333.33333333333,Semi-Auto,40807,Petrol,125,50.4,1.8
 Q3,2014,74666.66666666667,Manual,65959,Diesel,160,49.6,2.0
 Q5,2014,121333.33333333333,Semi-Auto,47648,Petrol,260,35.8,2.0
 Q5,2017,179000.0,Semi-Auto,27948,Petrol,145,40.9,2.0
 A4,2013,67000.0,Manual,31169,Petrol,145,49.6,1.8
 A4,2013,60666.666666666664,Automatic,42011,Petrol,145,47.1,2.0
 A6,2015,142000.0,Semi-Auto,56115,Diesel,160,50.4,3.0
 A6,2015,107666.66666666667,Semi-Auto,65835,Diesel,125,61.4,2.0
 A6,2017,187000.0,Semi-Auto,63383,Diesel,145,45.6,3.0
 Q5,2017,288666.6666666667,Semi-Auto,34011,Petrol,145,34.0,3.0
 A5,2014,99333.33333333333,Semi-Auto,52132,Diesel,160,49.6,3.0
 A4,2015,102333.33333333333,Manual,38787,Diesel,145,55.4,2.0
 A1,2017,91333.33333333333,Manual,34554,Petrol,150,55.4,1.4
 Q5,2017,218333.33333333334,Semi-Auto,17502,Petrol,145,40.4,2.0
 TT,2019,207666.66666666666,Automatic,3000,Petrol,145,40.9,2.0
 A6,2015,108666.66666666667,Manual,34646,Diesel,30,61.4,2.0
 Q5,2017,186333.33333333334,Semi-Auto,18000,Diesel,150,56.5,2.0
 Q3,2018,162000.0,Semi-Auto,17085,Petrol,150,47.9,1.4
 A1,2017,87333.33333333333,Manual,48166,Diesel,20,72.4,1.6
 Q5,2015,143666.66666666666,Semi-Auto,38421,Diesel,205,47.1,2.0
 A5,2015,105333.33333333333,Manual,46637,Diesel,30,61.4,2.0
 A3,2016,76666.66666666667,Manual,24468,Diesel,0,74.3,1.6
 Q5,2017,175666.66666666666,Automatic,29343,Diesel,200,47.1,2.0
 A3,2019,126666.66666666667,Manual,8449,Diesel,145,51.4,1.6
 A5,2017,143666.66666666666,Manual,34679,Diesel,30,65.7,2.0
 A3,2018,114666.66666666667,Semi-Auto,23860,Petrol,145,60.1,1.0
 A4,2018,242333.33333333334,Automatic,21009,Petrol,145,35.8,3.0
 A6,2019,210666.66666666666,Automatic,1881,Diesel,145,47.9,2.0
 A6,2019,197000.0,Semi-Auto,688,Diesel,145,47.9,2.0
 A6,2019,218333.33333333334,Automatic,1863,Diesel,145,47.9,2.0
 Q7,2020,535666.6666666666,Semi-Auto,10,Diesel,145,33.2,3.0
 RS6,2016,340666.6666666667,Semi-Auto,49050,Petrol,325,29.4,4.0
 A4,2019,203333.33333333334,Semi-Auto,1024,Petrol,145,38.7,2.0
 A4,2019,175666.66666666666,Semi-Auto,448,Petrol,145,39.8,2.0
 A4,2019,189333.33333333334,Semi-Auto,476,Petrol,145,39.2,2.0
 A7,2019,312333.3333333333,Automatic,5201,Diesel,145,38.7,3.0
 A3,2019,148666.66666666666,Semi-Auto,2028,Petrol,145,42.2,1.5
 A6,2019,354666.6666666667,Automatic,3241,Diesel,145,39.2,3.0
 Q5,2019,238333.33333333334,Automatic,355,Diesel,145,39.2,2.0
 A5,2019,203333.33333333334,Automatic,18,Petrol,145,39.8,2.0
 A3,2019,203000.0,Automatic,3122,Petrol,145,41.5,1.5
 Q2,2019,195666.66666666666,Manual,824,Petrol,145,40.9,1.5
 A6,2019,224666.66666666666,Semi-Auto,2811,Diesel,145,47.9,2.0
 A6,2019,224666.66666666666,Semi-Auto,27,Diesel,145,50.4,2.0
 A4,2019,207666.66666666666,Semi-Auto,4254,Petrol,145,38.2,2.0
 A1,2019,122000.0,Semi-Auto,2252,Petrol,145,48.7,1.0
 Q2,2019,148000.0,Automatic,3422,Diesel,145,47.9,1.6
 Q2,2019,166000.0,Automatic,37,Diesel,145,47.9,1.6
 A4,2019,197000.0,Semi-Auto,7299,Petrol,145,38.2,2.0
 Q2,2019,189666.66666666666,Semi-Auto,1414,Petrol,145,40.9,1.5
 Q5,2019,259666.66666666666,Automatic,5135,Diesel,145,38.2,2.0
 Q5,2019,267333.3333333333,Automatic,6024,Diesel,145,38.2,2.0
 Q5,2020,290666.6666666667,Semi-Auto,10,Petrol,145,32.1,2.0
 Q7,2019,390333.3333333333,Automatic,10,Diesel,145,33.2,3.0
 Q7,2019,468333.3333333333,Automatic,10,Diesel,145,33.2,3.0
 Q5,2020,367333.3333333333,Semi-Auto,10,Petrol,145,30.7,2.0
 A4,2020,245000.0,Semi-Auto,10,Petrol,145,42.2,2.0
 Q7,2015,213000.0,Automatic,47606,Diesel,200,47.9,3.0
 A1,2015,77000.0,Semi-Auto,26625,Petrol,30,57.6,1.4
 A5,2018,175666.66666666666,Automatic,5071,Petrol,145,50.4,2.0
 A5,2015,156000.0,Semi-Auto,28011,Petrol,260,34.9,3.0
 Q3,2019,246000.0,Automatic,10,Diesel,145,47.1,2.0
 A5,2019,210666.66666666666,Automatic,10,Diesel,145,51.4,2.0
 Q3,2019,242666.66666666666,Automatic,10,Diesel,145,47.1,2.0
 A1,2019,133333.33333333334,Manual,10,Petrol,145,49.6,1.0
 A4,2019,246000.0,Automatic,10,Diesel,145,53.3,2.0
 A7,2019,343000.0,Semi-Auto,10,Diesel,145,38.2,3.0
 A6,2019,252333.33333333334,Automatic,2000,Diesel,145,47.9,2.0
 Q2,2019,182333.33333333334,Automatic,10,Petrol,145,43.5,1.5
 A6,2019,366666.6666666667,Automatic,3510,Diesel,145,36.2,3.0
 A3,2019,162000.0,Automatic,10,Petrol,145,44.8,1.5
 A5,2019,203333.33333333334,Automatic,10,Petrol,145,39.8,2.0
 A5,2019,197000.0,Automatic,1010,Petrol,145,39.8,2.0
 A6,2019,203333.33333333334,Semi-Auto,500,Diesel,145,47.9,2.0
 A4,2019,210666.66666666666,Automatic,10,Petrol,145,42.8,2.0
 A3,2019,154333.33333333334,Manual,10,Diesel,145,54.3,1.6
 A5,2019,224666.66666666666,Automatic,10,Petrol,145,39.8,2.0
 A5,2019,227666.66666666666,Automatic,10,Diesel,145,51.4,2.0
 A3,2019,149000.0,Manual,10,Diesel,145,51.4,1.6
 Q7,2019,444666.6666666667,Automatic,1510,Diesel,145,33.2,3.0
 RS3,2019,341666.6666666667,Semi-Auto,10,Petrol,145,30.1,2.5
 A4,2016,118000.0,Semi-Auto,29845,Petrol,160,45.6,2.0
 A3,2014,95666.66666666667,Semi-Auto,27355,Petrol,160,42.8,1.8
 A4,2016,115000.0,Manual,20885,Diesel,30,64.2,2.0
 A3,2014,67666.66666666667,Automatic,10534,Petrol,30,56.5,1.2
 A3,2016,83000.0,Manual,25895,Diesel,20,70.6,2.0
 A1,2016,70666.66666666667,Manual,32867,Petrol,0,67.3,1.0
 Q5,2015,117000.0,Semi-Auto,42793,Diesel,205,47.1,2.0
 A6,2015,135000.0,Semi-Auto,49039,Diesel,160,50.4,3.0
 Q2,2017,130000.0,Manual,22501,Diesel,145,64.2,1.6
 A8,2017,304000.0,Automatic,1420,Diesel,145,50.4,3.0
 A5,2019,207666.66666666666,Automatic,10,Petrol,145,40.4,2.0
 A5,2017,161666.66666666666,Semi-Auto,26939,Diesel,145,62.8,2.0
 A8,2014,135000.0,Semi-Auto,24786,Diesel,205,47.9,3.0
 A4,2017,120000.0,Manual,18761,Petrol,145,51.4,1.4
 A5,2019,197000.0,Automatic,10,Petrol,145,40.4,2.0
 Q3,2019,224666.66666666666,Manual,10,Diesel,145,42.8,2.0
 A4,2019,218333.33333333334,Automatic,10,Petrol,145,38.7,2.0
 A3,2017,128000.0,Semi-Auto,22295,Petrol,30,56.5,1.4
 Q2,2017,114666.66666666667,Manual,18068,Petrol,145,52.3,1.4
 A3,2018,135333.33333333334,Manual,25000,Petrol,150,42.2,1.5
 Q2,2017,98333.33333333333,Manual,23043,Petrol,150,55.4,1.0
 A5,2014,83000.0,Semi-Auto,80902,Diesel,125,60.1,2.0
 A4,2019,227666.66666666666,Automatic,10,Diesel,145,50.4,2.0
 A1,2019,138333.33333333334,Manual,10,Petrol,145,48.7,1.0
 Q3,2019,242666.66666666666,Automatic,10,Diesel,145,47.1,2.0
 Q3,2016,119333.33333333333,Manual,26474,Diesel,145,52.3,2.0
 Q5,2013,113666.66666666667,Semi-Auto,65458,Diesel,235,44.1,3.0
 TT,2018,116000.0,Manual,34170,Petrol,150,47.1,1.8
 Q5,2019,224666.66666666666,Semi-Auto,100,Petrol,145,33.2,2.0
 Q3,2019,253333.33333333334,Automatic,650,Diesel,145,47.1,2.0
 Q5,2019,267333.3333333333,Automatic,10,Diesel,145,38.2,2.0
 Q5,2019,224666.66666666666,Semi-Auto,10,Petrol,145,33.2,2.0
 A4,2019,133000.0,Manual,2928,Petrol,145,41.5,2.0
 Q3,2018,132333.33333333334,Manual,7157,Petrol,145,51.4,1.4
 Q3,2016,127666.66666666667,Semi-Auto,31600,Diesel,160,50.4,2.0
 Q7,2016,363333.3333333333,Semi-Auto,46600,Diesel,300,39.2,4.0
 A3,2019,165000.0,Manual,10,Diesel,145,56.5,2.0
 A5,2018,168333.33333333334,Semi-Auto,14078,Petrol,145,45.6,2.0
 A5,2015,115000.0,Manual,13312,Diesel,125,57.6,2.0
 A6,2018,203333.33333333334,Semi-Auto,10,Diesel,145,50.4,2.0
 RS6,2015,348333.3333333333,Semi-Auto,20982,Petrol,325,29.4,4.0
 A6,2018,189333.33333333334,Semi-Auto,15600,Diesel,145,50.4,2.0
 A6,2019,238333.33333333334,Automatic,5429,Diesel,145,47.9,2.0
 Q2,2019,210000.0,Automatic,2710,Petrol,145,40.9,1.5
 Q7,2019,414000.0,Automatic,6423,Diesel,145,33.2,3.0
 A1,2017,86000.0,Manual,11017,Petrol,150,67.3,1.0
 Q3,2017,117000.0,Manual,16908,Petrol,125,51.4,1.4
 A4,2017,116000.0,Manual,28801,Petrol,125,49.6,2.0
 A4,2017,113666.66666666667,Manual,23362,Petrol,145,50.4,1.4
 Q5,2013,102333.33333333333,Manual,50025,Petrol,235,37.7,2.0
 Q8,2018,499000.0,Semi-Auto,8450,Diesel,145,32.8,3.0
 A6,2018,197000.0,Semi-Auto,1790,Diesel,145,50.4,2.0
 A4,2018,132333.33333333334,Semi-Auto,10,Petrol,145,53.3,1.4
 A4,2018,142333.33333333334,Manual,10,Petrol,145,52.3,1.4
 A3,2018,156333.33333333334,Automatic,6754,Diesel,145,52.3,1.6
 Q3,2014,92666.66666666667,Semi-Auto,35423,Diesel,200,47.9,2.0
 A3,2017,175666.66666666666,Semi-Auto,16703,Petrol,200,41.5,2.0
 Q3,2017,106666.66666666667,Manual,37203,Petrol,125,51.4,1.4
 A3,2013,86333.33333333333,Semi-Auto,44405,Diesel,125,58.9,2.0
 Q3,2014,76666.66666666667,Manual,79389,Diesel,165,50.4,2.0
 A3,2015,88333.33333333333,Semi-Auto,61808,Diesel,125,57.6,2.0
 A1,2016,67666.66666666667,Manual,10491,Petrol,0,67.3,1.0
 A3,2018,140666.66666666666,Manual,19000,Petrol,150,49.6,2.0
 A1,2016,71666.66666666667,Manual,18900,Petrol,0,67.3,1.0
 A3,2014,75666.66666666667,Manual,50900,Diesel,20,68.9,2.0
 A6,2013,80000.0,Manual,49000,Diesel,325,29.7,2.0
 A1,2015,102333.33333333333,Manual,23081,Petrol,235,39.8,2.0
 Q7,2020,754333.3333333334,Semi-Auto,826,Diesel,145,29.4,4.0
 A4,2019,183000.0,Semi-Auto,5987,Petrol,145,38.2,2.0
 A6,2019,218333.33333333334,Semi-Auto,2977,Diesel,145,47.9,2.0
 Q5,2019,246000.0,Automatic,7573,Diesel,145,39.2,2.0
 Q3,2019,224666.66666666666,Manual,3055,Diesel,145,42.8,2.0
 A4,2019,210666.66666666666,Automatic,22,Petrol,145,38.7,2.0
 A4,2019,200000.0,Automatic,2250,Diesel,145,51.4,2.0
 Q5,2016,137333.33333333334,Semi-Auto,20547,Diesel,200,47.1,2.0
 Q5,2019,231000.0,Automatic,10,Diesel,145,39.2,2.0
 A5,2016,163333.33333333334,Semi-Auto,18828,Petrol,260,35.8,3.0
 Q5,2019,253333.33333333334,Semi-Auto,28,Petrol,145,32.1,2.0
 Q7,2016,213000.0,Automatic,38654,Diesel,200,47.9,3.0
 A3,2014,105333.33333333333,Manual,25764,Petrol,200,40.4,2.0
 TT,2016,124666.66666666667,Manual,28402,Diesel,30,62.8,2.0
 A1,2015,83000.0,Manual,17152,Petrol,30,56.5,1.4
 A3,2016,92333.33333333333,Manual,29775,Petrol,20,60.1,1.4
 Q5,2017,312333.3333333333,Semi-Auto,7801,Petrol,145,34.0,3.0
 Q5,2015,163333.33333333334,Semi-Auto,60599,Diesel,240,42.8,3.0
 A1,2017,84000.0,Manual,20670,Petrol,30,57.6,1.4
 A3,2019,175666.66666666666,Automatic,2257,Diesel,145,52.3,1.6
 A3,2019,172333.33333333334,Manual,4039,Diesel,145,51.4,1.6
 A3,2016,101333.33333333333,Manual,21241,Petrol,125,52.3,1.4
 Q3,2016,131000.0,Manual,16945,Diesel,160,49.6,2.0
 A4,2018,169000.0,Automatic,18010,Petrol,145,49.6,1.4
 A4,2017,140666.66666666666,Semi-Auto,29653,Diesel,145,62.8,2.0
 A5,2014,113666.66666666667,Semi-Auto,75159,Petrol,260,34.9,3.0
 Q3,2014,95666.66666666667,Semi-Auto,33842,Diesel,200,47.9,2.0
 A3,2015,89333.33333333333,Manual,42977,Diesel,20,67.3,2.0
 A4,2019,197000.0,Semi-Auto,26,Diesel,145,47.9,2.0
 A1,2016,73666.66666666667,Manual,17454,Petrol,0,67.3,1.0
 A3,2018,108666.66666666667,Manual,17547,Petrol,150,56.5,1.5
 A3,2020,275666.6666666667,Semi-Auto,314,Petrol,150,34.9,2.0
 A1,2016,84000.0,Manual,25010,Petrol,30,58.9,1.4
 A6,2019,224666.66666666666,Semi-Auto,3278,Diesel,145,47.9,2.0
 A7,2019,258000.0,Automatic,1285,Diesel,145,39.2,3.0
 A6,2019,218333.33333333334,Automatic,4445,Diesel,145,47.9,2.0
 A4,2020,267333.3333333333,Semi-Auto,6998,Petrol,145,38.2,2.0
 A4,2020,313000.0,Semi-Auto,6746,Diesel,145,45.6,2.0
 Q7,2015,248333.33333333334,Semi-Auto,21245,Diesel,205,47.9,3.0
 A4,2017,133000.0,Manual,27394,Diesel,30,64.2,2.0
 A1,2016,80000.0,Manual,29283,Petrol,0,67.3,1.0
 A1,2016,89333.33333333333,Manual,20905,Petrol,30,56.5,1.4
 A1,2017,88000.0,Manual,24386,Petrol,0,67.3,1.0
 TT,2017,175666.66666666666,Semi-Auto,11621,Petrol,150,42.8,2.0
 A3,2019,142333.33333333334,Semi-Auto,3409,Petrol,145,43.5,1.5
 Q5,2016,227000.0,Semi-Auto,30172,Diesel,240,42.2,3.0
 A4,2015,89333.33333333333,Manual,27016,Diesel,30,62.8,2.0
 A4,2020,245000.0,Manual,7456,Petrol,145,40.9,2.0
 A6,2019,230666.66666666666,Semi-Auto,20,Diesel,145,55.4,3.0
 A4,2019,143666.66666666666,Semi-Auto,4781,Petrol,150,40.9,2.0
 Q3,2016,140666.66666666666,Semi-Auto,40254,Petrol,205,40.4,2.0
 TT,2019,175666.66666666666,Semi-Auto,12320,Petrol,150,40.9,2.0
 Q2,2018,162000.0,Manual,16534,Petrol,150,49.6,1.4
 Q3,2017,161666.66666666666,Semi-Auto,20075,Petrol,150,42.2,2.0
 A3,2016,98333.33333333333,Manual,14401,Petrol,20,60.1,1.0
