model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Kodiaq,2019,184000.0,Automatic,4920,Diesel,150,44.8,2.0
 Superb,2019,154333.33333333334,Automatic,8279,Diesel,150,61.4,2.0
 Octavia,2019,105333.33333333333,Manual,2048,Diesel,150,56.5,2.0
 Karoq,2019,148000.0,Automatic,7515,Diesel,145,62.8,1.6
 Octavia,2019,121000.0,Automatic,9268,Petrol,150,44.8,1.5
 Kodiaq,2019,169000.0,Manual,4657,Petrol,150,37.2,1.5
 Octavia,2019,105333.33333333333,Automatic,13008,Diesel,150,70.6,1.6
 Octavia,2019,133000.0,Automatic,8853,Petrol,150,42.8,2.0
 Fabia,2017,72666.66666666667,Manual,18335,Petrol,145,58.9,1.2
 Octavia,2019,94333.33333333333,Manual,13896,Petrol,150,55.4,1.5
 Fabia,2019,68666.66666666667,Manual,9771,Petrol,145,61.4,1.0
 Kodiaq,2019,182333.33333333334,Automatic,10778,Petrol,145,36.7,1.5
 Fabia,2017,57333.333333333336,Manual,11184,Diesel,0,74.3,1.4
 Fabia,2017,54333.333333333336,Manual,44737,Petrol,145,64.2,1.0
 Octavia,2016,59666.666666666664,Manual,51000,Diesel,20,70.6,2.0
 Fabia,2017,55333.333333333336,Manual,32487,Petrol,150,60.1,1.2
 Octavia,2016,52000.0,Manual,64164,Diesel,0,74.3,1.6
 Yeti,2014,67666.66666666667,Manual,13593,Petrol,165,46.3,1.2
 Roomster,2012,32666.666666666668,Manual,54000,Petrol,145,49.6,1.2
 Octavia,2017,84000.0,Automatic,12000,Petrol,30,58.9,1.4
 Octavia,2013,44666.666666666664,Automatic,82000,Diesel,30,62.8,2.0
 Superb,2019,186333.33333333334,Automatic,3039,Petrol,145,38.2,2.0
 Octavia,2019,99333.33333333333,Automatic,14046,Petrol,145,57.7,1.0
 Kodiaq,2018,137333.33333333334,Manual,29298,Petrol,145,40.9,1.4
 Yeti Outdoor,2017,91333.33333333333,Automatic,21650,Petrol,150,51.4,1.2
 Superb,2019,168333.33333333334,Automatic,15,Petrol,150,38.2,2.0
 Fabia,2017,61666.666666666664,Manual,20193,Petrol,150,64.2,1.0
 Octavia,2019,104333.33333333333,Automatic,14271,Diesel,150,70.6,1.6
 Fabia,2019,94333.33333333333,Automatic,8193,Petrol,150,60.1,1.0
 Octavia,2019,104333.33333333333,Automatic,12069,Diesel,145,70.6,1.6
 Fabia,2019,89333.33333333333,Manual,6649,Petrol,150,60.1,1.0
 Yeti Outdoor,2017,91333.33333333333,Automatic,22098,Petrol,125,51.4,1.2
 Fabia,2016,61666.666666666664,Automatic,42000,Petrol,20,60.1,1.2
 Superb,2012,37333.333333333336,Manual,76000,Diesel,30,64.2,1.6
 Fabia,2011,18000.0,Manual,80000,Diesel,20,67.3,1.6
 Fabia,2019,84000.0,Manual,7500,Petrol,145,61.4,1.0
 Kamiq,2020,145666.66666666666,Automatic,5000,Petrol,145,44.1,1.5
 Superb,2017,88000.0,Automatic,31312,Petrol,150,55.4,1.4
 Superb,2019,125000.0,Manual,12008,Petrol,150,40.9,1.5
 Fabia,2017,77000.0,Automatic,10203,Petrol,150,60.1,1.2
 Octavia,2019,86000.0,Manual,13881,Petrol,150,60.1,1.0
 Fabia,2019,64666.666666666664,Manual,7148,Petrol,150,57.7,1.0
 Fabia,2017,78000.0,Automatic,2000,Petrol,145,61.4,1.0
 Octavia,2014,54333.333333333336,Automatic,68000,Diesel,20,72.4,1.6
 Fabia,2019,78000.0,Manual,7,Petrol,145,51.4,1.0
 Octavia,2019,110666.66666666667,Automatic,3327,Diesel,145,72.4,1.6
 Fabia,2019,78000.0,Manual,5,Petrol,145,51.4,1.0
 Octavia,2019,116000.0,Automatic,13,Diesel,145,72.4,1.6
 Fabia,2015,37000.0,Manual,51878,Petrol,20,58.8,1.0
 Fabia,2015,61666.666666666664,Automatic,20200,Petrol,20,60.1,1.2
 Octavia,2012,51000.0,Manual,65900,Diesel,160,49.6,2.0
 Octavia,2015,53333.333333333336,Manual,61500,Diesel,0,74.3,1.6
 Octavia,2019,143666.66666666666,Automatic,6750,Petrol,145,35.8,2.0
 Octavia,2019,122000.0,Manual,4150,Petrol,145,50.4,1.5
 Fabia,2019,101333.33333333333,Manual,2750,Petrol,145,51.4,1.0
 Octavia,2019,134000.0,Automatic,3150,Diesel,145,67.3,2.0
 Kodiaq,2019,208666.66666666666,Automatic,2150,Petrol,145,31.7,2.0
 Octavia,2019,99333.33333333333,Automatic,12638,Petrol,145,57.7,1.0
 Octavia,2019,99333.33333333333,Automatic,13892,Petrol,145,57.7,1.0
 Octavia,2019,133000.0,Semi-Auto,25,Diesel,145,67.3,2.0
 Superb,2017,86333.33333333333,Semi-Auto,33571,Diesel,145,70.6,1.6
 Yeti Outdoor,2014,70333.33333333333,Manual,58281,Diesel,160,49.6,2.0
 Karoq,2019,143666.66666666666,Manual,101,Diesel,145,50.4,2.0
 Fabia,2017,60333.333333333336,Manual,22154,Petrol,145,60.1,1.2
 Octavia,2015,55333.333333333336,Manual,47000,Diesel,0,74.3,1.6
 Yeti Outdoor,2016,64000.0,Manual,52236,Diesel,200,48.7,2.0
 Yeti Outdoor,2016,61666.666666666664,Manual,58551,Diesel,200,47.9,2.0
 Fabia,2016,45000.0,Manual,21732,Petrol,20,60.1,1.2
 Superb,2019,124666.66666666667,Manual,13645,Diesel,145,65.7,2.0
 Yeti Outdoor,2016,79000.0,Manual,11361,Petrol,125,51.4,1.2
 Fabia,2017,79000.0,Semi-Auto,3700,Petrol,145,61.4,1.0
 Fabia,2018,62666.666666666664,Manual,6259,Petrol,145,57.7,1.0
 Scala,2019,108666.66666666667,Semi-Auto,2355,Petrol,145,47.1,1.0
 Fabia,2017,81000.0,Semi-Auto,21075,Petrol,145,61.4,1.0
 Octavia,2018,84000.0,Manual,15783,Diesel,145,68.9,1.6
 Yeti Outdoor,2017,94333.33333333333,Semi-Auto,23339,Petrol,125,51.4,1.2
 Fabia,2017,50333.333333333336,Manual,26226,Petrol,145,64.2,1.0
 Superb,2016,67000.0,Manual,77501,Diesel,20,68.9,2.0
 Octavia,2014,76666.66666666667,Manual,47381,Petrol,160,45.6,2.0
 Citigo,2014,26666.666666666668,Manual,19367,Petrol,0,68.9,1.0
 Fabia,2017,54333.333333333336,Manual,49711,Petrol,20,60.1,1.2
 Kodiaq,2018,140666.66666666666,Manual,10840,Diesel,145,52.3,2.0
 Octavia,2019,114666.66666666667,Semi-Auto,5906,Petrol,145,55.4,1.5
 Scala,2019,101333.33333333333,Manual,2250,Petrol,145,49.6,1.0
 Scala,2019,104666.66666666667,Manual,5,Petrol,145,49.6,1.0
 Superb,2017,119000.0,Manual,20160,Petrol,145,54.3,1.4
 Fabia,2019,98333.33333333333,Manual,5736,Petrol,145,60.1,1.0
 Citigo,2017,45000.0,Manual,25575,Petrol,0,67.3,1.0
 Yeti Outdoor,2016,77000.0,Semi-Auto,17148,Petrol,125,51.4,1.2
 Superb,2017,111666.66666666667,Manual,18317,Petrol,30,56.5,1.4
 Fabia,2016,73666.66666666667,Semi-Auto,13518,Petrol,20,60.1,1.2
 Yeti Outdoor,2015,74666.66666666667,Semi-Auto,50863,Diesel,160,51.4,2.0
 Fabia,2017,74666.66666666667,Semi-Auto,20786,Petrol,150,60.1,1.2
 Citigo,2014,30666.666666666668,Manual,56831,Petrol,0,67.3,1.0
 Yeti Outdoor,2017,84000.0,Manual,39138,Diesel,30,62.8,2.0
 Yeti Outdoor,2016,70333.33333333333,Manual,47513,Diesel,30,62.8,2.0
 Octavia,2017,77000.0,Manual,5515,Petrol,145,58.9,1.0
 Octavia,2019,89333.33333333333,Manual,13870,Diesel,145,68.9,1.6
 Superb,2019,128000.0,Semi-Auto,5264,Petrol,145,36.7,1.5
 Octavia,2019,105333.33333333333,Manual,13770,Diesel,145,67.3,1.6
 Octavia,2017,113000.0,Manual,21032,Diesel,30,64.2,2.0
 Superb,2016,89333.33333333333,Manual,29032,Diesel,0,76.4,1.6
 Kodiaq,2019,233000.0,Automatic,10993,Diesel,145,35.3,2.0
 Octavia,2019,91333.33333333333,Manual,14174,Petrol,145,60.1,1.0
 Octavia,2019,91333.33333333333,Manual,12284,Petrol,145,60.1,1.0
 Octavia,2019,91333.33333333333,Manual,16161,Petrol,145,60.1,1.0
 Octavia,2019,91333.33333333333,Manual,15446,Petrol,145,60.1,1.0
 Fabia,2019,81000.0,Manual,1455,Petrol,145,52.3,1.0
 Karoq,2019,189333.33333333334,Manual,322,Diesel,145,42.8,2.0
 Octavia,2015,61666.666666666664,Manual,5591,Petrol,30,53.3,1.4
 Yeti Outdoor,2017,88000.0,Manual,18480,Petrol,145,51.4,1.2
 Fabia,2016,49333.333333333336,Manual,22639,Petrol,20,60.1,1.2
 Fabia,2017,81000.0,Semi-Auto,21093,Petrol,145,60.1,1.2
 Fabia,2019,94333.33333333333,Manual,2841,Petrol,145,60.1,1.0
 Kodiaq,2018,152666.66666666666,Manual,8685,Petrol,145,40.9,1.4
 Kodiaq,2017,117000.0,Manual,19216,Petrol,145,46.3,1.4
 Fabia,2016,50333.333333333336,Manual,25832,Petrol,20,60.1,1.2
 Octavia,2018,101333.33333333333,Automatic,7716,Petrol,145,55.4,1.5
 Octavia,2018,84000.0,Manual,14370,Petrol,145,60.1,1.0
 Octavia,2019,91333.33333333333,Manual,14408,Petrol,145,60.1,1.0
 Citigo,2018,50333.333333333336,Manual,10924,Petrol,145,64.2,1.0
 Fabia,2019,67666.66666666667,Manual,11125,Petrol,145,57.7,1.0
 Scala,2019,118000.0,Semi-Auto,1901,Petrol,145,45.6,1.5
 Superb,2019,172333.33333333334,Semi-Auto,661,Diesel,145,62.8,2.0
 Yeti Outdoor,2017,89333.33333333333,Manual,21803,Diesel,30,62.8,2.0
 Kodiaq,2018,151666.66666666666,Automatic,17849,Petrol,145,44.8,1.4
 Kodiaq,2019,238333.33333333334,Automatic,4986,Diesel,145,35.3,2.0
 Octavia,2016,75666.66666666667,Semi-Auto,22472,Diesel,30,64.2,2.0
 Octavia,2017,86000.0,Manual,14208,Petrol,145,58.9,1.0
 Kodiaq,2019,135333.33333333334,Manual,22190,Petrol,145,34.5,1.5
 Kodiaq,2019,200000.0,Manual,1809,Diesel,145,52.3,2.0
 Superb,2019,183000.0,Semi-Auto,2534,Diesel,145,47.1,2.0
 Scala,2019,133000.0,Manual,1000,Diesel,145,57.7,1.6
 Superb,2019,199000.0,Semi-Auto,500,Petrol,145,38.2,2.0
 Octavia,2019,143666.66666666666,Manual,150,Diesel,145,54.3,2.0
 Octavia,2019,157666.66666666666,Semi-Auto,1000,Diesel,145,54.3,2.0
 Kamiq,2020,172333.33333333334,Semi-Auto,500,Petrol,145,43.5,1.5
 Octavia,2017,77666.66666666667,Manual,37398,Diesel,20,70.6,2.0
 Superb,2018,108666.66666666667,Manual,24757,Diesel,145,65.7,2.0
 Fabia,2015,49333.333333333336,Manual,17866,Petrol,20,60.1,1.2
 Citigo,2016,39000.0,Manual,16093,Petrol,20,62.8,1.0
 Octavia,2018,80000.0,Manual,5614,Petrol,150,58.9,1.0
 Superb,2018,113000.0,Manual,21322,Diesel,145,64.2,2.0
 Superb,2017,119333.33333333333,Manual,39780,Diesel,145,64.2,2.0
 Octavia,2018,87333.33333333333,Manual,17739,Diesel,145,68.9,1.6
 Karoq,2018,121333.33333333333,Manual,12008,Diesel,145,62.8,1.6
 Karoq,2018,127000.0,Manual,15901,Petrol,145,51.4,1.5
 Octavia,2016,57333.333333333336,Manual,53617,Petrol,30,55.4,1.4
 Superb,2016,76666.66666666667,Semi-Auto,59585,Diesel,30,62.8,2.0
 Yeti Outdoor,2017,88333.33333333333,Manual,29637,Diesel,30,62.8,2.0
 Citigo,2016,37000.0,Manual,23757,Petrol,20,62.8,1.0
 Octavia,2017,86333.33333333333,Manual,28713,Diesel,20,70.6,2.0
 Octavia,2018,105333.33333333333,Manual,33081,Diesel,150,62.8,2.0
 Citigo,2017,49333.333333333336,Manual,6889,Petrol,150,64.2,1.0
 Superb,2019,165000.0,Semi-Auto,136,Diesel,150,62.8,2.0
 Kodiaq,2017,114666.66666666667,Manual,18652,Petrol,150,46.3,1.4
 Yeti Outdoor,2017,85000.0,Manual,19298,Petrol,125,51.4,1.2
 Superb,2019,133000.0,Semi-Auto,8545,Diesel,145,62.8,2.0
 Octavia,2018,89333.33333333333,Manual,12290,Diesel,145,68.9,1.6
 Superb,2017,121333.33333333333,Semi-Auto,27973,Petrol,160,45.6,2.0
 Rapid,2018,73666.66666666667,Manual,15258,Petrol,145,61.4,1.0
 Fabia,2017,60333.333333333336,Manual,42007,Diesel,20,70.6,1.4
 Yeti Outdoor,2017,95666.66666666667,Semi-Auto,39885,Diesel,160,51.4,2.0
 Fabia,2016,48333.333333333336,Manual,22150,Petrol,20,60.1,1.2
 Scala,2020,147666.66666666666,Manual,1652,Petrol,145,47.9,1.5
 Fabia,2016,48333.333333333336,Manual,45399,Diesel,0,78.6,1.4
 Fabia,2016,36000.0,Manual,30740,Petrol,20,60.1,1.0
 Citigo,2016,39000.0,Manual,11510,Petrol,20,62.8,1.0
 Fabia,2016,56333.333333333336,Manual,32257,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,79000.0,Manual,34989,Petrol,125,51.4,1.2
 Fabia,2017,58333.333333333336,Manual,7130,Petrol,150,60.1,1.2
 Rapid,2014,41000.0,Manual,34200,Petrol,125,52.3,1.2
 Fabia,2017,56333.333333333336,Manual,31398,Petrol,145,60.1,1.2
 Octavia,2014,56333.333333333336,Manual,43756,Diesel,20,68.9,2.0
 Karoq,2019,190666.66666666666,Automatic,4910,Diesel,145,42.8,2.0
 Karoq,2019,140666.66666666666,Automatic,3499,Diesel,145,62.8,1.6
 Kodiaq,2019,204333.33333333334,Automatic,7691,Diesel,145,37.2,2.0
 Karoq,2019,130000.0,Manual,7328,Diesel,145,62.8,1.6
 Yeti Outdoor,2014,68000.0,Semi-Auto,42400,Diesel,200,44.8,2.0
 Kodiaq,2017,115666.66666666667,Manual,16425,Petrol,145,46.3,1.4
 Fabia,2019,79000.0,Manual,2407,Petrol,145,51.4,1.0
 Scala,2019,125666.66666666667,Automatic,5860,Diesel,145,54.3,1.6
 Superb,2017,111666.66666666667,Semi-Auto,60273,Diesel,145,61.4,2.0
 Octavia,2019,127000.0,Automatic,3461,Petrol,145,45.6,1.5
 Scala,2019,112666.66666666667,Manual,3257,Petrol,145,49.6,1.0
 Kamiq,2019,115666.66666666667,Manual,2300,Petrol,145,47.9,1.0
 Kamiq,2019,118000.0,Automatic,2970,Petrol,145,45.6,1.0
 Kamiq,2019,128000.0,Manual,1500,Petrol,145,47.1,1.0
 Fabia,2016,50333.333333333336,Manual,38365,Petrol,20,60.1,1.2
 Fabia,2016,47000.0,Manual,35108,Petrol,20,60.1,1.2
 Citigo,2018,53333.333333333336,Manual,10390,Petrol,145,64.2,1.0
 Kodiaq,2018,135333.33333333334,Automatic,23689,Petrol,145,44.8,1.4
 Fabia,2018,74666.66666666667,Manual,6207,Petrol,145,60.1,1.0
 Octavia,2019,133000.0,Semi-Auto,2778,Diesel,145,70.6,1.6
 Superb,2019,122000.0,Automatic,4200,Petrol,145,36.7,1.5
 Superb,2019,110666.66666666667,Manual,4776,Petrol,145,40.9,1.5
 Karoq,2019,180000.0,Manual,3600,Diesel,145,42.8,2.0
 Octavia,2019,132000.0,Manual,2876,Diesel,145,53.3,2.0
 Superb,2019,169333.33333333334,Automatic,6638,Diesel,145,48.7,2.0
 Fabia,2019,80000.0,Manual,2140,Petrol,145,61.4,1.0
 Superb,2020,207000.0,Semi-Auto,9500,Hybrid,135,188.3,1.4
 Superb,2019,180333.33333333334,Semi-Auto,1949,Petrol,150,39.2,1.5
 Kodiaq,2019,155666.66666666666,Automatic,6940,Petrol,150,34.0,1.5
 Fabia,2019,68666.66666666667,Manual,11498,Petrol,150,57.7,1.0
 Kodiaq,2019,210666.66666666666,Automatic,4533,Diesel,145,39.2,2.0
 Octavia,2019,168333.33333333334,Semi-Auto,5988,Diesel,145,55.4,2.0
 Yeti,2013,44666.666666666664,Manual,58077,Diesel,200,46.3,2.0
 Rapid,2016,54333.333333333336,Manual,31220,Diesel,0,67.3,1.6
 Octavia,2018,109666.66666666667,Manual,29806,Diesel,145,65.7,2.0
 Rapid,2019,64666.666666666664,Manual,14837,Petrol,145,58.9,1.0
 Fabia,2016,48333.333333333336,Manual,27003,Petrol,20,60.1,1.2
 Kodiaq,2018,146000.0,Automatic,32274,Diesel,145,49.6,2.0
 Octavia,2019,88000.0,Semi-Auto,8685,Petrol,145,61.4,1.0
 Fabia,2019,68666.66666666667,Manual,12395,Petrol,150,57.7,1.0
 Octavia,2019,103333.33333333333,Semi-Auto,11548,Diesel,150,70.6,1.6
 Octavia,2019,101333.33333333333,Semi-Auto,10429,Petrol,150,57.7,1.0
 Fabia,2019,68666.66666666667,Manual,12523,Petrol,150,57.7,1.0
 Fabia,2019,68666.66666666667,Manual,10720,Petrol,150,57.7,1.0
 Kodiaq,2019,182000.0,Automatic,14507,Petrol,150,31.7,2.0
 Kodiaq,2019,176666.66666666666,Manual,15,Diesel,150,42.2,2.0
 Fabia,2019,81000.0,Manual,15,Petrol,145,51.4,1.0
 Octavia,2019,173666.66666666666,Semi-Auto,15,Petrol,145,47.9,2.0
 Scala,2019,130000.0,Semi-Auto,15,Diesel,145,54.3,1.6
 Fabia,2019,96333.33333333333,Manual,15,Petrol,145,61.4,1.0
 Fabia,2019,98333.33333333333,Manual,2841,Petrol,145,60.1,1.0
 Superb,2019,183000.0,Semi-Auto,2566,Petrol,145,38.2,2.0
 Octavia,2020,160666.66666666666,Manual,108,Diesel,145,54.3,2.0
 Yeti,2013,51000.0,Manual,59006,Diesel,205,47.1,2.0
 Karoq,2019,210666.66666666666,Manual,766,Diesel,145,42.8,2.0
 Octavia,2019,111666.66666666667,Manual,4301,Petrol,145,60.1,1.0
 Scala,2019,122000.0,Semi-Auto,1211,Petrol,145,45.6,1.5
 Superb,2019,118000.0,Semi-Auto,14831,Petrol,145,36.7,1.5
 Octavia,2015,60666.666666666664,Manual,46709,Diesel,20,68.9,2.0
 Kodiaq,2017,137333.33333333334,Automatic,17984,Diesel,145,56.5,2.0
 Fabia,2016,59333.333333333336,Manual,14946,Petrol,20,60.1,1.2
 Octavia,2017,81000.0,Manual,30465,Petrol,145,54.3,1.4
 Citigo,2016,37000.0,Manual,42877,Petrol,20,62.8,1.0
 Kodiaq,2019,174666.66666666666,Automatic,9049,Diesel,145,42.2,2.0
 Superb,2019,130000.0,Manual,20632,Diesel,145,64.2,2.0
 Fabia,2017,58333.333333333336,Manual,12141,Petrol,150,60.1,1.2
 Fabia,2016,37000.0,Manual,43562,Petrol,20,60.1,1.0
 Kodiaq,2019,183000.0,Manual,2422,Diesel,145,52.3,2.0
 Octavia,2017,73333.33333333333,Manual,48067,Diesel,0,74.3,1.6
 Octavia,2019,86000.0,Semi-Auto,13763,Petrol,145,61.4,1.0
 Yeti Outdoor,2017,88000.0,Semi-Auto,18166,Petrol,125,51.4,1.2
 Octavia,2014,54333.333333333336,Manual,52847,Diesel,20,68.9,2.0
 Octavia,2016,67000.0,Manual,39711,Diesel,20,70.6,2.0
 Superb,2019,111666.66666666667,Manual,50,Petrol,145,40.9,1.5
 Octavia,2019,126666.66666666667,Semi-Auto,50,Petrol,145,47.9,2.0
 Octavia,2019,130000.0,Semi-Auto,50,Diesel,145,67.3,2.0
 Kodiaq,2017,159000.0,Automatic,17816,Petrol,145,44.8,1.4
 Octavia,2019,168333.33333333334,Semi-Auto,50,Petrol,145,47.9,2.0
 Superb,2016,74666.66666666667,Semi-Auto,54745,Diesel,30,62.8,2.0
 Karoq,2019,127666.66666666667,Manual,5773,Diesel,145,42.8,2.0
 Octavia,2019,139333.33333333334,Automatic,7044,Petrol,145,35.8,2.0
 Superb,2020,229000.0,Semi-Auto,150,Petrol,145,38.7,2.0
 Scala,2020,130000.0,Manual,1652,Diesel,145,57.7,1.6
 Karoq,2020,144666.66666666666,Manual,652,Petrol,145,43.5,1.0
 Superb,2020,242666.66666666666,Semi-Auto,150,Diesel,145,47.1,2.0
 Octavia,2020,152333.33333333334,Semi-Auto,1652,Diesel,145,54.3,2.0
 Superb,2019,154333.33333333334,Semi-Auto,1989,Diesel,150,47.9,1.6
 Superb,2016,83000.0,Manual,31315,Diesel,20,68.9,2.0
 Yeti Outdoor,2017,89333.33333333333,Manual,21803,Diesel,30,62.8,2.0
 Fabia,2016,43000.0,Manual,32513,Petrol,20,60.1,1.2
 Citigo,2017,54333.333333333336,Manual,6918,Petrol,0,68.9,1.0
 Fabia,2019,81000.0,Manual,14548,Petrol,145,61.4,1.0
 Octavia,2015,92666.66666666667,Manual,30959,Diesel,30,62.8,2.0
 Kodiaq,2019,147666.66666666666,Automatic,16004,Petrol,145,34.0,1.5
 Karoq,2019,143666.66666666666,Manual,101,Diesel,150,50.4,2.0
 Citigo,2016,41000.0,Manual,15118,Petrol,20,62.8,1.0
 Octavia,2016,69666.66666666667,Manual,22044,Petrol,30,55.4,1.4
 Superb,2016,93666.66666666667,Manual,26406,Diesel,20,68.9,2.0
 Superb,2017,102333.33333333333,Semi-Auto,19674,Diesel,145,70.6,1.6
 Superb,2015,83000.0,Manual,43865,Diesel,20,67.3,2.0
 Octavia,2017,84000.0,Semi-Auto,18182,Diesel,145,72.4,1.6
 Octavia,2019,93666.66666666667,Semi-Auto,17570,Diesel,145,72.4,1.6
